hall_id,hall_name,today_score,today_events,schedule_week
270225100000408800,マルキ松戸店,,情報はありません,5/5:12.0点 感激 / ナビ子AI予想【機種仕掛け】★2 (5のつく日) / 旧イベ(5のつく日) / 旧イベ(月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
270225300000017100,八柱UNO,,情報はありません,4/29:9.4点 スロトリ密着リサーチ来店取材 | 5/1:9.8点 超キノコ狩り2nd / ナビ子AI予想【機種仕掛け】★2 (1のつく日) / 旧イベ(1のつく日) | 5/3:8.9点 半撃来店取材 | 5/5:11.9点 ナビ子AI予想【差枚プラス】★1 (月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
270225300000116112,キコーナ八柱店,,情報はありません,4/29:1.5点 総力取材(百花繚乱) / 旧イベ(9のつく日) | 5/1:2.5点 OneSpark | 5/2:1.5点 SUPERスロット取材 | 5/3:0.0点 旧イベ(3のつく日) | 5/4:1.0点 超龍魂PS / ※一部取材スケジュールの推測について / 「千葉県
270226100000052310,夢屋五香店,,・ / 新台入替(P-WORLD引用),4/28:1.0点 新台入替(P-WORLD引用) / 明日: | 5/1:0.0点 旧イベ(1のつく日) / ※一部取材スケジュールの推測について / 「千葉県
270230800000008010,日の丸パチンコ本埜店,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
271004600000000310,パラッツォ馬橋駅前店,,"C / 8のつく日 / 店舗傾向分析 パラッツォ系列 / 8の数字に関連するポスターが掲載されている模様です。 / 「8のつく日」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認338件 / 実施448件 (75.4%) / 出玉状況	平均-108枚 上位81.6% / 稼働状況	平均3,590G 上位46.4% / 単独開催",4/28:6.5点 8のつく日 / 店舗傾向分析 パラッツォ系列 / 8の数字に関連するポスターが掲載されている模様です。 / 「8のつく日」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認338件 / 実施448件 (75.4%) / 出玉状況	 | 4/29:6.1点 オススメ機種ローテーション風？ポスター掲載4日目 | 4/30:6.1点 オススメ機種ローテーション風？ポスター掲載5日目 | 5/1:6.1点 オススメ機種ローテーション風？ポスター掲載6日目 | 5/2:11.0点 ナビ子AI予想【機種仕掛け】★4 (2のつく日) / 2のつく日 / 天草ヤスヲのあるがままに / オススメ機種ローテーション風？ポスター掲載7日目 / 旧イベ(2のつく日) | 5/3:6.1点 大逆転 来店取材 | 5/5:12.6点 ナビ子AI予想【差枚プラス】★1 (月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
271005400000002450,パラッツォ馬橋中根長津店,,"C / 8のつく日 / 店舗傾向分析 パラッツォ系列 / 8の数字に関連するポスターが掲載されている模様です。 / 「8のつく日」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認338件 / 実施448件 (75.4%) / 出玉状況	平均-108枚 上位81.6% / 稼働状況	平均3,590G 上位46.4% / 単独開催",4/28:6.9点 8のつく日 / 店舗傾向分析 パラッツォ系列 / 8の数字に関連するポスターが掲載されている模様です。 / 「8のつく日」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認338件 / 実施448件 (75.4%) / 出玉状況	 | 4/29:11.7点 覇王のリアル | 4/30:9.5点 悪魔のリアル | 5/2:7.8点 ナビ子AI予想【機種仕掛け】★2 (毎週 土曜日) / 2のつく日 / よっしー社長の厳選ホール / スロフェ / アッパーガール / 調査団・廻 来店取材 / 旧イベ(2のつく日) | 5/3:5.5点 調査団・廻 来店取材 | 5/4:6.1点 モンスター取材調査員来店 / 調査団・廻 来店取材 / MONSTER | 5/5:5.5点 調査団・廻 来店取材 / ※一部取材スケジュールの推測について / 「千葉県
271006400000085720,ゴールド北松戸店,,情報はありません,5/2:4.2点 旧イベ過去状況評価 +1.0 / 旧イベ(毎週 土曜日) | 5/3:7.2点 サンスポホール取材 | 5/5:6.2点 天草ヤスヲのあるがままに / ※一部取材スケジュールの推測について / 「千葉県
271009100000001540,楽園松戸店,,情報はありません,5/2:6.8点 スロトレ調査団　ツインインパクト | 5/4:6.8点 SS・判沢くん取材 | 5/5:11.3点 ナビ子AI予想【機種仕掛け】★3 (月と重なる日) / 旧イベ(月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
271009100000002210,ユーコーラッキー松戸店,,"C / エヴァ喰種取材 / 百花繚乱 / 「エヴァ喰種取材」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認16件 / 実施62件 (25.8%) / 出玉状況	平均-125枚 上位85.5% / 稼働状況	平均2,564G 上位77.2% / 単独開催時	平均-156枚 平均2,463G / 確認店舗数	3店舗 / 開催時影","4/28:0.0点 エヴァ喰種取材 / 百花繚乱 / 「エヴァ喰種取材」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認16件 / 実施62件 (25.8%) / 出玉状況	平均-125枚 上位85.5% / 稼働状況	平均2,564G 上位77. | 4/29:0.0点 JUDGE MENT取材 | 4/30:0.0点 極龍魂PS取材 | 5/1:0.0点 旧イベ(1のつく日) | 5/2:0.0点 烈火 | 5/4:0.0点 旧イベ(4のつく日) / ※一部取材スケジュールの推測について / 「千葉県"
271009100000020130,ときわホール松戸,,情報はありません,4/29:5.3点 神拳覚醒 | 5/1:6.8点 半撃来店取材 | 5/2:5.8点 光華絢爛来店取材 | 5/4:7.8点 四暗刻来店取材(漢字取材編集部) / ※一部取材スケジュールの推測について / 「千葉県
271009200000128710,サントロペ松戸店,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
272001500000328160,サンラッキー市川店,,情報はありません,5/1:5.6点 旧イベ(毎月 1日) / ※一部取材スケジュールの推測について / 「千葉県
272002100000021660,本八幡UNO,,情報はありません,5/1:15.6点 ナビ子AI予想【機種仕掛け】★5+ (1のつく日) / 超キノコ狩り2nd / 旧イベ(1のつく日) | 5/2:15.3点 ナビ子AI予想【機種仕掛け】★5+ (毎週 土曜日) | 5/5:15.2点 ナビ子AI予想【差枚プラス】★3 (月と重なる日) / ナビ子AI予想【機種仕掛け】★5+ (月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
272002100000215101,本八幡ZoRoN,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 合計 0.0 / 当日の取材／独自予想 /,
272002300000041120,サンパレス本八幡,,情報はありません,5/3:8.2点 道井悠来店 / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
272002300000842130,八幡メトロ,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
272003400000001110,ニュー後楽園市川店,,"B / サンスポホール取材 / サンスポ / 「サンスポホール取材」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認31件 / 実施91件 (34.1%) / 出玉状況	平均-32枚 上位58.2% / 稼働状況	平均4,066G 上位29.8% / 単独開催時	平均+10枚 平均3,463G / 確認店舗数	18店舗 / 開","4/28:8.4点 サンスポホール取材 / サンスポ / 「サンスポホール取材」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認31件 / 実施91件 (34.1%) / 出玉状況	平均-32枚 上位58.2% / 稼働状況	平均4,066G 上位 | 5/5:10.8点 ナビ子AI予想【機種仕掛け】★4 / 超トレジャースロッター / 旧イベ(5のつく日) / ※一部取材スケジュールの推測について / 「千葉県"
272003400000014100,ハップス市川駅前店(HAPS),,・ / 旧イベ(8のつく日) / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/,4/28:0.0点 旧イベ(8のつく日) / ※一部取材スケジュールの推測について / 「千葉県
272011500000003200,Dステーション妙典駅前店,,情報はありません,4/29:5.1点 旧イベ(9のつく日) | 5/2:10.1点 ぱちタウンタレント来店(いち花) | 5/3:5.1点 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
272013300000000230,MGM行徳店,,情報はありません,4/29:6.6点 SABOTEN来店取材 / ※一部取材スケジュールの推測について / 「千葉県
272013300000012510,ガイアネクスト行徳店,,情報はありません,4/29:9.3点 ナビ子AI予想【機種仕掛け】★1 (9のつく日) / 旧イベ(9のつく日) | 5/3:9.3点 ナビ子AI予想【機種仕掛け】★1 (3のつく日) / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
272013300000021610,ウエスタン行徳店,,情報はありません,5/2:1.0点 みなひろ収録来店 | 5/3:2.5点 退魔師取材 | 5/4:1.5点 しんのすけの弟子ぺるぺる来店 | 5/5:0.0点 旧イベ(5のつく日) / ※一部取材スケジュールの推測について / 「千葉県
272013800000120160,マックスワン,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 合計 +2.2 / 当日の取材／独自予想 ,
272014300000004880,ピーアーク南行徳NEO,,"B / スロフェ律 / よっしー社長プロデュース / 「スロフェ律」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認34件 / 実施167件 (20.4%) / 出玉状況	平均+37枚 上位31.7% / 稼働状況	平均3,369G 上位52.7% / 単独開催時	平均+45枚 平均2,747G / 確認店舗数	9店舗 / 開","4/28:5.8点 スロフェ律 / よっしー社長プロデュース / 「スロフェ律」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認34件 / 実施167件 (20.4%) / 出玉状況	平均+37枚 上位31.7% / 稼働状況	平均3,369G 上 | 4/29:6.5点 スロフェ律 / スロフェ輝 / とある来店取材【並行演算】 / パチフェ禅 / スロフェ錬 | 4/30:5.8点 スロフェ律 / スロフェ輝 / パチフェ禅 / スロフェ錬 | 5/1:5.3点 スロフェ律 / スロフェ輝 / パチフェ禅 / スロフェ錬 / ※一部取材スケジュールの推測について / 「千葉県"
272014300000046140,ガイアネクスト南行徳店,,情報はありません,4/29:9.2点 ナビ子AI予想【機種仕掛け】★1 (9のつく日) / 旧イベ(9のつく日) | 5/3:9.2点 ナビ子AI予想【機種仕掛け】★1 (3のつく日) / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273000100000516230,008フェリア,,情報はありません,5/3:0.0点 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273000500000001310,オリンパス,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 合計 0.0 / 当日の取材／独自予想 /,
273000500000016120,パラッツォ船橋店,,"A / ナビ子AI予想【機種仕掛け】★3 (8のつく日) / 直近、6ヶ月以内のデータ(サンプル数18/18)を分析した結果「比較的強い機種単位の仕掛け」がありました。 / 4/18(土) / スマスロ 北斗の拳 転生の章2 (機種単位) / ランク5 14/19台 平均+3,053枚 平均8,809G / 台別を閉じる / 台番	差枚	G数	BB	RB / 2017	-3,530枚	8,259G",4/28:12.7点 ナビ子AI予想【機種仕掛け】★3 (8のつく日) / 直近、6ヶ月以内のデータ(サンプル数18/18)を分析した結果「比較的強い機種単位の仕掛け」がありました。 | 5/1:7.9点 裏リプレイポスター掲載 | 5/2:14.4点 ナビ子AI予想【機種仕掛け】★5+ (2のつく日) / 2のつく日 / 旧イベ(2のつく日) | 5/5:7.9点 ガチャガチャ風ポスター掲出 / ※一部取材スケジュールの推測について / 「千葉県
273000500000041150,MEGA DIVAS',,情報はありません,5/5:0.0点 旧イベ(5のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273000500000041200,MEGA GODDESS,,"・ / 金無垢（きんむく） / チェックマン / 「チェックマン」の信頼度は?? / サンプル軸	確認103件 / 実施411件 (25.1%) / 出玉状況	平均-14枚 上位55% / 稼働状況	平均3,394G 上位69.4% / 単独開催時	平均-104枚 平均2,646G / 確認店舗数	10店舗 / 開催時影響	平均+12枚 平均390G / この企画の傾向をGoogle検索 / 過去","4/28:1.0点 金無垢（きんむく） / チェックマン / 「チェックマン」の信頼度は?? / 「金無垢（きんむく）」はデータ不足により分析不能、暫定で「チェックマン」自体の信頼度から評価！ / サンプル軸	確認103件 / 実施411件 (25.1%) / 出玉状況	平均-14枚 上位55% / 稼働状況	平均3, | 4/29:5.1点 チェックマン / 全力取材 / TKM来店取材 | 4/30:1.0点 全力取材 | 5/5:5.0点 破天荒来店取材 / 旧イベ(5のつく日) / ※一部取材スケジュールの推測について / 「千葉県"
273000500000727270,第一プラザ船橋店,,情報はありません,4/29:7.2点 クロロ調査隊オールスターＳ | 4/30:6.2点 SS・ボムくん取材 | 5/1:7.7点 クロロ調査隊SUPERトリプルＳ | 5/3:5.2点 東京喰種インパクト来店取材12 / ※一部取材スケジュールの推測について / 「千葉県
273002200003237710,アスワンFUNABASHI,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
273002500000060110,西船スターダスト,,情報はありません,4/29:10.1点 クロロ調査隊チームS/P / ※一部取材スケジュールの推測について / 「千葉県
273003300000046510,ガイア西船橋店,,情報はありません,4/29:7.6点 クロロ調査隊SUPERトリプルＳ / ナビ子AI予想【機種仕掛け】★2 (9のつく日) / 旧イベ(9のつく日) | 5/3:10.6点 ナビ子AI予想【機種仕掛け】★3 (毎週 日曜日) / SS・蓮くん取材 / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273003500000007960,ミラージュ,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
273004700000049281,ガイア藤原スロット館,,・ / 新台入替(P-WORLD引用),4/28:4.7点 新台入替(P-WORLD引用) / 明日: | 5/3:4.2点 旧イベ過去状況評価 +0.5 / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273004700000318210,ウィンベル・カザン,,情報はありません,5/3:1.8点 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273010700000011110,メガサイバーパチンコ新鎌ヶ谷店,,"C / MEGAレポ / セブンラッシュ / 「MEGAレポ」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認12件 / 実施16件 (75%) / 出玉状況	平均-120枚 上位85.5% / 稼働状況	平均2,897G 上位67.9% / 単独開催時	平均-117枚 平均3,040G / 確認店舗数	3店舗 / 開催時影響","4/28:7.5点 MEGAレポ / セブンラッシュ / 「MEGAレポ」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認12件 / 実施16件 (75%) / 出玉状況	平均-120枚 上位85.5% / 稼働状況	平均2,897G 上位67.9 | 4/29:8.1点 セブンラッシュリサーチ / SEVEN THE TARGET / サザンレボリューション | 4/30:7.9点 セブンラッシュリサーチ / SEVEN THE TARGET | 5/1:7.9点 セブンラッシュリサーチ / SEVEN THE TARGET | 5/2:7.9点 セブンラッシュリサーチ / SEVEN THE TARGET | 5/3:7.9点 セブンラッシュリサーチ / SEVEN THE TARGET | 5/4:7.9点 セブンラッシュリサーチ / SEVEN THE TARGET"
273011500000058270,フラミンゴ鎌ヶ谷店,,情報はありません,4/30:6.0点 旧イベ過去状況評価 +1.5 / 旧イベ(0のつく日) | 5/3:6.0点 旧イベ過去状況評価 +1.5 / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
273011500000064820,ハップス鎌ケ谷南店(HAPS),,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / SNS、ネットの噂 / 「継続」が強調されたLINEの画像は据え置きがあるって示唆らしいぞ / 1	0 / 4年前 / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ ,
273086100000056350,アスワンQP,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
274006100000084610,ニューシグナル,,・ / 新台入替(P-WORLD引用),4/28:1.0点 新台入替(P-WORLD引用) / 明日: | 4/29:0.0点 旧イベ(9のつく日) / ※一部取材スケジュールの推測について / 「千葉県
274006300000026170,遊技座,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
274006300000026171,スロット遊技座,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
274006300000085910,トワーズ船橋店,,情報はありません,5/5:3.0点 道化師取材 / ※一部取材スケジュールの推測について / 「千葉県
274007100000004720,ミリオン習志野店,,・ / 新台入替(P-WORLD引用),4/28:6.0点 新台入替(P-WORLD引用) / 明日: | 5/3:7.5点 旧イベ過去状況評価 +2.5 / 旧イベ(3のつく日) / ※一部取材スケジュールの推測について / 「千葉県
274080400000034220,ハップス三咲店(HAPS),,情報はありません,5/2:0.0点 旧イベ(毎月 第1土曜日) | 5/5:0.0点 旧イベ(毎月 5日) / ※一部取材スケジュールの推測について / 「千葉県
274080600000626271,パシオン二和向台店,,・ / 旧イベ(8のつく日) / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/,4/28:0.0点 旧イベ(8のつく日) / ※一部取材スケジュールの推測について / 「千葉県
275000100000074100,ビックマーチ東習志野店,,情報はありません,5/1:15.1点 ヒカルの一致団結（スロミュー×ヒカル） / ※一部取材スケジュールの推測について / 「千葉県
275001100000012750,パーラー会津屋,,・ / 旧イベ(毎月 28日) / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4,4/28:0.0点 旧イベ(毎月 28日) / ※一部取材スケジュールの推測について / 「千葉県
275001600000001210,PIA津田沼,,情報はありません,4/29:9.2点 クロロ調査隊チームS | 5/5:14.1点 ナビ子AI予想【機種仕掛け】★5 / ナビ子AI独自予想 N +4.5 / ※一部取材スケジュールの推測について / 「千葉県
275001600000012130,ニュー後楽園,,情報はありません,5/5:1.5点 旧イベ(5のつく日) / 旧イベ(月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
275001600000111210,ニュークラウン津田沼店,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
275002600000007830,VZONE津田沼店,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
276002200000150530,マルハン八千代東店,,・ / 新台入替(P-WORLD引用),4/28:4.8点 新台入替(P-WORLD引用) / 明日: | 4/29:8.8点 すろぱちガール来店P | 5/1:8.8点 すろぱちガール来店P | 5/2:5.8点 パチ姫来店 / ※一部取材スケジュールの推測について / 「千葉県
276002300000001720,コンサートホール勝田台,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 合計 +3.8 / 当日の取材／独自予想 ,
276003100000001112,VZONE八千代台店,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
276004600000013310,トワーズ八千代店,,・ / 新台入替(P-WORLD引用),4/28:1.0点 新台入替(P-WORLD引用) / 明日: | 4/29:2.0点 神龍降臨 | 5/2:3.0点 道化師取材 / ※一部取材スケジュールの推測について / 「千葉県
276004700000185110,マルハンメガシティ八千代緑が丘,,"A / 超SEVENRUSH / セブンラッシュ / 「超SEVENRUSH」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認77件 / 実施111件 (69.4%) / 出玉状況	平均+17枚 上位37.2% / 稼働状況	平均3,556G 上位46.4% / 単独開催時	平均-35枚 平均3,167G / 確認店舗数	21","4/28:11.8点 超SEVENRUSH / セブンラッシュ / 「超SEVENRUSH」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認77件 / 実施111件 (69.4%) / 出玉状況	平均+17枚 上位37.2% / 稼働状況	平均3,5 | 4/29:13.3点 覇王のリアル / アナスロ調査班来店 | 5/2:11.3点 真骨超 | 5/3:7.1点 皇帝のリアル | 5/4:7.0点 アルテミス来店(神の子来店ホール調査) / ミカエル来店(神の子来店ホール調査) / ※一部取材スケジュールの推測について / 「千葉県"
277000500000001310,楽園柏店,,情報はありません,4/29:8.6点 満漢全席 | 5/1:8.6点 スロトレ調査団　タイガーダッシュ | 5/2:10.6点 アツ姫来店 | 5/3:10.6点 ヒラヤマン来店 | 5/4:10.6点 アツ姫来店 | 5/5:13.7点 四星(ブラックホール) / ナビ子AI予想【機種仕掛け】★3 (月と重なる日) / 旧イベ(月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
277000500000123110,PIA柏店,,A / 極上取材(まぐろくん) / まぐろくん / 開催されると毎回しっかりとレポートされます。開催店舗の規模にもよりますが平均14箇所程度、スロットコーナーからピックアップが紹介されます / この企画の傾向をGoogle検索 / 過去レポをGoogle検索,4/28:11.8点 極上取材(まぐろくん) / まぐろくん / 開催されると毎回しっかりとレポートされます。開催店舗の規模にもよりますが平均14箇所程度、スロットコーナーからピックアップが紹介されます / この企画の傾向をGoogle検索 / 過去レポをGoogle検索 / 明日: | 4/29:8.1点 SS・蓮くん取材 | 4/30:8.1点 SS・蓮くん取材 | 5/2:9.6点 スロミュー七福神（調査隊来店） | 5/3:8.1点 SS・蓮くん取材 | 5/5:10.5点 PFちゅんげー調査隊来店 / ナビ子AI予想【機種仕掛け】★1 (月と重なる日) / 旧イベ(月と重なる日) / ※一部取材スケジュールの推測について / 「千葉県
277005300000075320,エクス・アリーナ柏,,S / スロパチガール来店S / スロパチステーション / 平均稼働が1000G近く上がる、ユーザーの期待度が非常に高い取材です。開催店舗の規模にもよりますが平均10箇所程度、スロットコーナーからピックアップが紹介されます / 「スロパチガール来店S」の信頼度は?? / 直近一年以内の全国の出玉データを分析！出玉面から取材、予想の信頼度をチェック！ / サンプル軸	確認1489件 / 実施5313,4/28:15.7点 スロパチガール来店S / スロパチステーション / 平均稼働が1000G近く上がる、ユーザーの期待度が非常に高い取材です。開催店舗の規模にもよりますが平均10箇所程度、スロットコーナーからピックアップが紹介されます / 「スロパチガール来店S」の信頼度は?? / 直近一年以内の全国の出玉データを分析 | 4/29:17.3点 心を燃やせ / スロパチステーション来店取材(紫) / アナスロ予測(金) | 4/30:15.6点 スロパチステーション来店取材(青) / スロパチステーション来店取材(黒) / 旧イベ(0のつく日) | 5/1:16.2点 スロパチステーション来店取材(オレンジ) | 5/2:15.7点 スロパチステーション来店取材(青) | 5/3:15.7点 スロパチステーション来店取材(青) | 5/4:15.7点 スロパチステーション来店取材(青)
277083500000043510,マルキン松ヶ崎店,,情報はありません / ※一部取材スケジュールの推測について / 「千葉県 4/28(火)」おすすめランキングを見る / 「千葉県」取材・旧イベ一覧を見る / ここからは分析型人工知能ナビ子が、分析内容と一緒にご説明します！お気づきの点やご要望があればコメント欄にお書きください！ / 分析の基準日について / 4/28(火)を基準に分析を行っています！ / 当日の取材／独自予想 / 4/28(火)は,
