hall_id,hall_name,model_name,rank,plus_count,total_count,avg_diff,avg_games
270224100000005810,キコーナ松戸店,"ランク1 3/13(金) 機種単位
3/3台 平均+1,715枚 平均4,112",1,3,3,+1715,4112
270224100000005810,キコーナ松戸店,"ランク3 3/9(月) 機種単位
3/3台 平均+1,974枚 平均5,831G",3,3,3,+1974,5831
270224100000005810,キコーナ松戸店,"ランク0 3/8(日) 機種単位
2/3台 平均+620枚 平均5,710G
台",0,2,3,+620,5710
270224100000005810,キコーナ松戸店,"ランク1 4/21(火) 722～733番台
7/12台 平均+1,624枚 平",1,7,12,+1624,4037
270224100000005810,キコーナ松戸店,"ランク3 4/17(金) 機種単位
11/16台 平均+1,767枚 平均4,2",3,11,16,+1767,4264
270224100000005810,キコーナ松戸店,"ランク4 4/5(日) 機種単位
10/16台 平均+2,769枚 平均6,83",4,10,16,+2769,6833
270224100000005810,キコーナ松戸店,"ランク2 3/29(日) 機種単位
10/16台 平均+922枚 平均6,900",2,10,16,+922,6900
270224100000005810,キコーナ松戸店,"ランク2 3/23(月) 機種単位
10/16台 平均+995枚 平均5,811",2,10,16,+995,5811
270224100000005810,キコーナ松戸店,"ランク5 3/9(月) 機種単位
13/16台 平均+4,008枚 平均7,90",5,13,16,+4008,7909
270224100000005810,キコーナ松戸店,"ランク1 2/12(木) 機種単位
11/16台 平均+1,292枚 平均3,6",1,11,16,+1292,3611
270224100000005810,キコーナ松戸店,"ランク2 2/10(火) 機種単位
10/16台 平均+805枚 平均7,351",2,10,16,+805,7351
270224100000005810,キコーナ松戸店,"ランク0 2/6(金) 機種単位
10/16台 平均+1,236枚 平均3,24",0,10,16,+1236,3241
270224100000005810,キコーナ松戸店,"ランク5 1/4(日) 機種単位
12/16台 平均+1,840枚 平均6,61",5,12,16,+1840,6611
270224100000005810,キコーナ松戸店,"ランク5 1/3(土) 機種単位
11/16台 平均+2,629枚 平均7,24",5,11,16,+2629,7242
270224100000005810,キコーナ松戸店,"ランク0 2025/12/19(金) 機種単位
8/16台 平均+857枚 平均",0,8,16,+857,6767
270224100000005810,キコーナ松戸店,"ランク2 4/25(土) 571～580番台
6/10台 平均+1,563枚 平",2,6,10,+1563,5426
270224100000005810,キコーナ松戸店,"ランク0 4/8(水) 571～580番台
6/10台 平均+1,706枚 平均",0,6,10,+1706,3680
270224100000005810,キコーナ松戸店,"ランク0 4/5(日) 571～580番台
6/10台 平均+1,016枚 平均",0,6,10,+1016,5292
270224100000005810,キコーナ松戸店,"ランク1 3/31(火) 621～640番台
10/20台 平均+1,505枚 ",1,10,20,+1505,5261
270224100000005810,キコーナ松戸店,"ランク2 3/23(月) 571～580番台
6/10台 平均+1,619枚 平",2,6,10,+1619,5269
270224100000005810,キコーナ松戸店,"ランク2 3/3(火) 機種単位
14/30台 平均+1,187枚 平均7,08",2,14,30,+1187,7086
270224100000005810,キコーナ松戸店,"ランク0 2/8(日) 621～640番台
8/20台 平均+1,314枚 平均",0,8,20,+1314,6114
270224100000005810,キコーナ松戸店,"ランク2 2/1(日) 571～580番台
7/10台 平均+856枚 平均6,",2,7,10,+856,6569
270224100000005810,キコーナ松戸店,"ランク4 1/31(土) 571～580番台
7/10台 平均+1,584枚 平",4,7,10,+1584,7488
270224100000005810,キコーナ松戸店,"ランク1 1/30(金) 571～580番台
6/10台 平均+1,882枚 平",1,6,10,+1882,4653
270224100000005810,キコーナ松戸店,"ランク4 1/25(日) 571～580番台
6/10台 平均+2,352枚 平",4,6,10,+2352,6647
270224100000005810,キコーナ松戸店,"ランク3 1/24(土) 621～640番台
11/20台 平均+1,287枚 ",3,11,20,+1287,7807
270224100000005810,キコーナ松戸店,"ランク0 4/25(土) 機種単位
2/4台 平均+1,782枚 平均5,830",0,2,4,+1782,5830
270224100000005810,キコーナ松戸店,"ランク2 4/19(日) 機種単位
4/4台 平均+2,489枚 平均4,365",2,4,4,+2489,4365
270224100000005810,キコーナ松戸店,"ランク1 4/12(日) 機種単位
3/4台 平均+1,922枚 平均4,506",1,3,4,+1922,4506
270224100000005810,キコーナ松戸店,"ランク2 4/11(土) 機種単位
3/4台 平均+3,999枚 平均4,650",2,3,4,+3999,4650
270224100000005810,キコーナ松戸店,"ランク0 3/30(月) 機種単位
2/4台 平均+1,596枚 平均5,254",0,2,4,+1596,5254
270224100000005810,キコーナ松戸店,"ランク3 3/15(日) 機種単位
4/4台 平均+1,992枚 平均5,271",3,4,4,+1992,5271
270224100000005810,キコーナ松戸店,"ランク0 3/12(木) 機種単位
3/4台 平均+4,156枚 平均1,787",0,3,4,+4156,1787
270224100000005810,キコーナ松戸店,"ランク2 3/6(金) 機種単位
4/4台 平均+2,465枚 平均3,950G",2,4,4,+2465,3950
270224100000005810,キコーナ松戸店,"ランク3 2/23(月) 機種単位
3/4台 平均+3,957枚 平均6,299",3,3,4,+3957,6299
270224100000005810,キコーナ松戸店,"ランク4 2/22(日) 機種単位
3/4台 平均+3,079枚 平均6,409",4,3,4,+3079,6409
270224100000005810,キコーナ松戸店,"ランク1 1/18(日) 機種単位
4/5台 平均+1,520枚 平均4,238",1,4,5,+1520,4238
270224100000005810,キコーナ松戸店,"ランク5 1/12(月) 機種単位
5/5台 平均+3,429枚 平均5,671",5,5,5,+3429,5671
270224100000005810,キコーナ松戸店,"ランク2 4/16(木) 機種単位
3/3台 平均+1,790枚 平均5,239",2,3,3,+1790,5239
270224100000005810,キコーナ松戸店,"ランク0 4/8(水) 機種単位
2/3台 平均+1,845枚 平均3,497G",0,2,3,+1845,3497
270224100000005810,キコーナ松戸店,"ランク0 4/7(火) 機種単位
2/3台 平均+2,447枚 平均4,267G",0,2,3,+2447,4267
270224100000005810,キコーナ松戸店,"ランク1 3/29(日) 機種単位
2/3台 平均+2,670枚 平均4,889",1,2,3,+2670,4889
270224100000005810,キコーナ松戸店,"ランク1 3/11(水) 機種単位
3/3台 平均+4,691枚 平均2,504",1,3,3,+4691,2504
270224100000005810,キコーナ松戸店,"ランク0 3/6(金) 機種単位
2/3台 平均+2,706枚 平均4,617G",0,2,3,+2706,4617
270224100000005810,キコーナ松戸店,"ランク0 3/5(木) 機種単位
2/3台 平均+3,199枚 平均3,340G",0,2,3,+3199,3340
270224100000005810,キコーナ松戸店,"ランク0 2/24(火) 機種単位
3/3台 平均+1,170枚 平均3,028",0,3,3,+1170,3028
270224100000005810,キコーナ松戸店,"ランク0 2/4(水) 機種単位
2/3台 平均+1,242枚 平均4,263G",0,2,3,+1242,4263
270224100000005810,キコーナ松戸店,"ランク0 1/19(月) 機種単位
2/3台 平均+2,001枚 平均4,280",0,2,3,+2001,4280
270224100000005810,キコーナ松戸店,"ランク0 1/14(水) 機種単位
2/3台 平均+3,845枚 平均2,464",0,2,3,+3845,2464
270224100000005810,キコーナ松戸店,"ランク1 1/13(火) 機種単位
2/3台 平均+1,996枚 平均5,431",1,2,3,+1996,5431
270225100000408800,マルキ松戸店,真打 吉宗,2,2,3,+1989,6318
270225100000408800,マルキ松戸店,"パチスロ からくりサーカス (750～753番台)
              ",2,3,4,+3667,4976
270225100000408800,マルキ松戸店,"ランク5 4/25(土) 機種単位
6/7台 平均+4,484枚 平均6,994",5,6,7,+4484,6994
270225100000408800,マルキ松戸店,"ランク2 3/20(金) 機種単位
6/7台 平均+1,521枚 平均4,428",2,6,7,+1521,4428
270225100000408800,マルキ松戸店,"ランク3 2/25(水) 機種単位
6/8台 平均+2,275枚 平均3,316",3,6,8,+2275,3316
270225100000408800,マルキ松戸店,"ランク0 2/10(火) 機種単位
5/8台 平均+1,667枚 平均3,786",0,5,8,+1667,3786
270225100000408800,マルキ松戸店,"ランク5 2/5(木) 機種単位
7/8台 平均+3,963枚 平均6,587G",5,7,8,+3963,6587
270225100000408800,マルキ松戸店,"ランク0 1/10(土) 機種単位
6/8台 平均+903枚 平均4,538G
",0,6,8,+903,4538
270225100000408800,マルキ松戸店,"ランク5 2025/09/05(金) 機種単位
5/6台 平均+2,209枚 平",5,5,6,+2209,7196
270225100000408800,マルキ松戸店,"ランク2 2025/08/30(土) 機種単位
4/6台 平均+1,167枚 平",2,4,6,+1167,7019
270225100000408800,マルキ松戸店,"ランク2 2025/08/20(水) 機種単位
4/6台 平均+2,554枚 平",2,4,6,+2554,4754
270225100000408800,マルキ松戸店,"ランク4 2025/07/07(月) 機種単位
5/6台 平均+1,939枚 平",4,5,6,+1939,7039
270225100000408800,マルキ松戸店,"ランク5 2025/07/05(土) 機種単位
5/6台 平均+4,169枚 平",5,5,6,+4169,7924
270225100000408800,マルキ松戸店,"ランク4 2025/06/15(日) 機種単位
4/5台 平均+2,594枚 平",4,4,5,+2594,6684
270225100000408800,マルキ松戸店,"ランク5 3/15(日) 機種単位
4/4台 平均+1,299枚 平均9,074",5,4,4,+1299,9074
270225100000408800,マルキ松戸店,"ランク3 3/5(木) 機種単位
3/4台 平均+1,444枚 平均7,566G",3,3,4,+1444,7566
270225100000408800,マルキ松戸店,"ランク0 1/20(火) 機種単位
4/4台 平均+529枚 平均6,074G
",0,4,4,+529,6074
270225100000408800,マルキ松戸店,"ランク3 1/15(木) 機種単位
4/4台 平均+1,325枚 平均7,299",3,4,4,+1325,7299
270225100000408800,マルキ松戸店,"ランク0 1/5(月) 機種単位
3/4台 平均+715枚 平均6,385G
台",0,3,4,+715,6385
270225100000408800,マルキ松戸店,"ランク2 2025/11/10(月) 機種単位
3/4台 平均+1,403枚 平",2,3,4,+1403,6371
270225100000408800,マルキ松戸店,"ランク1 2025/11/05(水) 機種単位
3/4台 平均+810枚 平均7",1,3,4,+810,7013
270225100000408800,マルキ松戸店,"ランク4 2025/10/25(土) 機種単位
3/4台 平均+2,504枚 平",4,3,4,+2504,7033
270225100000408800,マルキ松戸店,"ランク3 4/25(土) 機種単位
4/5台 平均+2,897枚 平均6,986",3,4,5,+2897,6986
270225100000408800,マルキ松戸店,"ランク3 3/5(木) 機種単位
3/5台 平均+3,401枚 平均6,345G",3,3,5,+3401,6345
270225100000408800,マルキ松戸店,"ランク3 2/15(日) 機種単位
3/5台 平均+1,333枚 平均8,231",3,3,5,+1333,8231
270225100000408800,マルキ松戸店,"ランク0 2025/09/10(水) 機種単位
4/8台 平均+2,595枚 平",0,4,8,+2595,4456
270225100000408800,マルキ松戸店,"ランク3 2025/08/20(水) 機種単位
5/7台 平均+4,018枚 平",3,5,7,+4018,4375
270225100000408800,マルキ松戸店,"ランク0 2025/07/15(火) 機種単位
3/7台 平均+2,862枚 平",0,3,7,+2862,4292
270225100000408800,マルキ松戸店,"ランク0 2025/07/10(木) 機種単位
4/7台 平均+2,528枚 平",0,4,7,+2528,3101
270225100000408800,マルキ松戸店,"ランク2 4/5(日) 750～753番台
3/4台 平均+3,667枚 平均4",2,3,4,+3667,4976
270225100000408800,マルキ松戸店,"ランク3 2/15(日) 750～753番台
4/4台 平均+3,421枚 平均",3,4,4,+3421,5019
270225100000408800,マルキ松戸店,"ランク3 2/5(木) 750～753番台
3/4台 平均+2,518枚 平均6",3,3,4,+2518,6309
270225100000408800,マルキ松戸店,"ランク2 1/25(日) 機種単位
3/5台 平均+3,524枚 平均4,823",2,3,5,+3524,4823
270225100000408800,マルキ松戸店,"ランク1 1/20(火) 機種単位
3/5台 平均+3,141枚 平均4,136",1,3,5,+3141,4136
270225100000408800,マルキ松戸店,"ランク0 1/15(木) 750～753番台
4/4台 平均+3,268枚 平均",0,4,4,+3268,1965
270225100000408800,マルキ松戸店,"ランク0 1/10(土) 機種単位
3/5台 平均+2,289枚 平均3,469",0,3,5,+2289,3469
270225100000408800,マルキ松戸店,"ランク0 1/5(月) 750～753番台
3/4台 平均+1,030枚 平均4",0,3,4,+1030,4316
270225100000408800,マルキ松戸店,"ランク0 2025/10/20(月) 750～753番台
3/4台 平均+1,4",0,3,4,+1468,3153
270225100000408800,マルキ松戸店,"ランク0 2025/08/15(金) 機種単位
3/6台 平均+2,128枚 平",0,3,6,+2128,5239
270225100000408800,マルキ松戸店,"ランク0 2025/07/30(水) 750～753番台
3/4台 平均+1,2",0,3,4,+1288,3588
270225100000408800,マルキ松戸店,"ランク4 2025/07/05(土) 機種単位
5/6台 平均+2,311枚 平",4,5,6,+2311,6786
270225100000408800,マルキ松戸店,"ランク3 4/25(土) 678～685番台
6/6台 平均+1,126枚 平均",3,6,6,+1126,7969
270225100000408800,マルキ松戸店,"ランク1 2025/12/30(火) 720～725番台
5/5台 平均+627",1,5,5,+627,7093
270225100000408800,マルキ松戸店,"ランク3 2025/12/25(木) 720～725番台
3/5台 平均+1,4",3,3,5,+1491,7552
270225100000408800,マルキ松戸店,"ランク4 2025/12/15(月) 720～725番台
4/5台 平均+2,0",4,4,5,+2073,6550
270225100000408800,マルキ松戸店,"ランク2 2025/10/15(水) 720～725番台
3/5台 平均+1,0",2,3,5,+1009,7089
270225100000408800,マルキ松戸店,"ランク0 2025/09/15(月) 678～685番台
5/6台 平均+527",0,5,6,+527,7393
270225100000408800,マルキ松戸店,"ランク0 2025/09/10(水) 678～685番台
5/6台 平均+917",0,5,6,+917,5643
270225100000408800,マルキ松戸店,"ランク2 2025/09/05(金) 720～725番台
4/5台 平均+1,1",2,4,5,+1157,6729
270225100000408800,マルキ松戸店,"ランク4 2025/08/30(土) 720～725番台
4/5台 平均+1,9",4,4,5,+1900,7280
270225100000408800,マルキ松戸店,"ランク2 2025/07/15(火) 678～685番台
4/6台 平均+1,3",2,4,6,+1302,6532
270225100000408800,マルキ松戸店,"ランク2 2025/07/05(土) 720～725番台
3/5台 平均+476",2,3,5,+476,8499
270225100000408800,マルキ松戸店,"ランク4 2025/06/10(火) 678～685番台
5/6台 平均+1,7",4,5,6,+1728,7360
270225300000017100,八柱UNO,L 東京喰種,5,4,6,+2255,9193
270225300000017100,八柱UNO,"L 東京喰種 (635～639番台)
                    
",4,4,5,+2453,7056
270225300000017100,八柱UNO,パチスロ甲鉄城のカバネリ,2,3,3,+2176,5062
270225300000017100,八柱UNO,"ランク0 4/25(土) 機種単位
3/6台 平均+932枚 平均7,377G
",0,3,6,+932,7377
270225300000017100,八柱UNO,"ランク0 4/23(木) 機種単位
5/6台 平均+1,807枚 平均2,532",0,5,6,+1807,2532
270225300000017100,八柱UNO,"ランク5 4/21(火) 機種単位
4/6台 平均+2,255枚 平均9,193",5,4,6,+2255,9193
270225300000017100,八柱UNO,"ランク0 4/18(土) 機種単位
4/6台 平均+1,050枚 平均5,428",0,4,6,+1050,5428
270225300000017100,八柱UNO,"ランク0 4/12(日) 機種単位
5/6台 平均+1,155枚 平均4,138",0,5,6,+1155,4138
270225300000017100,八柱UNO,"ランク4 4/11(土) 635～639番台
4/5台 平均+2,453枚 平均",4,4,5,+2453,7056
270225300000017100,八柱UNO,"ランク0 3/28(土) 635～639番台
3/5台 平均+1,302枚 平均",0,3,5,+1302,5812
270225300000017100,八柱UNO,"ランク4 3/21(土) 635～639番台
3/5台 平均+3,196枚 平均",4,3,5,+3196,6880
270225300000017100,八柱UNO,"ランク1 3/19(木) 機種単位
4/6台 平均+2,158枚 平均3,283",1,4,6,+2158,3283
270225300000017100,八柱UNO,"ランク2 3/13(金) 機種単位
5/6台 平均+1,855枚 平均5,479",2,5,6,+1855,5479
270225300000017100,八柱UNO,"ランク4 3/3(火) 機種単位
5/6台 平均+2,634枚 平均6,093G",4,5,6,+2634,6093
270225300000017100,八柱UNO,"ランク0 3/2(月) 機種単位
3/4台 平均+1,236枚 平均4,194G",0,3,4,+1236,4194
270225300000017100,八柱UNO,"ランク2 4/25(土) 機種単位
3/3台 平均+2,505枚 平均4,871",2,3,3,+2505,4871
270225300000017100,八柱UNO,"ランク0 4/21(火) 機種単位
2/3台 平均+3,195枚 平均3,242",0,2,3,+3195,3242
270225300000017100,八柱UNO,"ランク1 4/1(水) 機種単位
2/3台 平均+982枚 平均5,941G
台",1,2,3,+982,5941
270225300000017100,八柱UNO,"ランク2 3/29(日) 機種単位
3/3台 平均+2,924枚 平均4,611",2,3,3,+2924,4611
270225300000017100,八柱UNO,"ランク5 3/20(金) 機種単位
3/3台 平均+8,335枚 平均6,025",5,3,3,+8335,6025
270225300000017100,八柱UNO,"ランク0 3/18(水) 機種単位
2/3台 平均+1,748枚 平均2,736",0,2,3,+1748,2736
270225300000017100,八柱UNO,"ランク4 3/14(土) 機種単位
3/3台 平均+6,454枚 平均5,047",4,3,3,+6454,5047
270225300000017100,八柱UNO,"ランク2 2/22(日) 機種単位
2/3台 平均+2,385枚 平均6,269",2,2,3,+2385,6269
270225300000017100,八柱UNO,"ランク2 2/21(土) 機種単位
2/3台 平均+3,410枚 平均5,461",2,2,3,+3410,5461
270225300000017100,八柱UNO,"ランク0 2/9(月) 機種単位
2/3台 平均+1,653枚 平均4,200G",0,2,3,+1653,4200
270225300000017100,八柱UNO,"ランク3 2/5(木) 機種単位
3/3台 平均+2,601枚 平均5,798G",3,3,3,+2601,5798
270225300000017100,八柱UNO,"ランク2 2/3(火) 機種単位
2/3台 平均+1,592枚 平均6,452G",2,2,3,+1592,6452
270225300000017100,八柱UNO,"ランク2 4/11(土) 機種単位
3/3台 平均+2,176枚 平均5,062",2,3,3,+2176,5062
270225300000017100,八柱UNO,"ランク0 4/5(日) 機種単位
3/3台 平均+1,466枚 平均1,257G",0,3,3,+1466,1257
270225300000017100,八柱UNO,"ランク3 3/9(月) 機種単位
2/3台 平均+1,933枚 平均7,257G",3,2,3,+1933,7257
270225300000017100,八柱UNO,"ランク0 3/2(月) 機種単位
3/3台 平均+1,422枚 平均3,334G",0,3,3,+1422,3334
270225300000017100,八柱UNO,"ランク5 3/1(日) 機種単位
3/3台 平均+2,492枚 平均7,996G",5,3,3,+2492,7996
270225300000017100,八柱UNO,"ランク3 2/28(土) 機種単位
2/3台 平均+1,768枚 平均7,379",3,2,3,+1768,7379
270225300000017100,八柱UNO,"ランク5 2/11(水) 機種単位
3/3台 平均+3,941枚 平均6,914",5,3,3,+3941,6914
270225300000017100,八柱UNO,"ランク3 2/1(日) 機種単位
3/3台 平均+1,571枚 平均6,440G",3,3,3,+1571,6440
270225300000017100,八柱UNO,"ランク2 2025/12/31(水) 機種単位
4/4台 平均+2,015枚 平",2,4,4,+2015,5105
270225300000017100,八柱UNO,"ランク0 2025/12/28(日) 機種単位
3/4台 平均+1,527枚 平",0,3,4,+1527,2011
270225300000017100,八柱UNO,"ランク2 2025/11/11(火) 機種単位
3/4台 平均+1,425枚 平",2,3,4,+1425,6301
270225300000017100,八柱UNO,"ランク0 4/18(土) 機種単位
2/4台 平均+389枚 平均7,653G
",0,2,4,+389,7653
270225300000017100,八柱UNO,"ランク4 3/29(日) 機種単位
4/4台 平均+1,893枚 平均7,480",4,4,4,+1893,7480
270225300000017100,八柱UNO,"ランク5 3/28(土) 機種単位
4/4台 平均+5,093枚 平均8,754",5,4,4,+5093,8754
270225300000017100,八柱UNO,"ランク2 2/23(月) 機種単位
3/4台 平均+1,212枚 平均7,349",2,3,4,+1212,7349
270225300000017100,八柱UNO,"ランク0 1/27(火) 機種単位
3/4台 平均+1,904枚 平均3,118",0,3,4,+1904,3118
270225300000017100,八柱UNO,"ランク0 1/21(水) 機種単位
2/4台 平均+3,011枚 平均4,862",0,2,4,+3011,4862
270225300000017100,八柱UNO,"ランク3 1/11(日) 機種単位
2/4台 平均+946枚 平均8,966G
",3,2,4,+946,8966
270225300000017100,八柱UNO,"ランク0 1/4(日) 機種単位
3/4台 平均+1,430枚 平均4,043G",0,3,4,+1430,4043
270225300000017100,八柱UNO,"ランク0 2025/12/31(水) 機種単位
3/4台 平均+976枚 平均5",0,3,4,+976,5718
270225300000017100,八柱UNO,"ランク5 2025/12/17(水) 機種単位
4/4台 平均+2,791枚 平",5,4,4,+2791,8405
270225300000017100,八柱UNO,"ランク0 2025/12/13(土) 機種単位
2/4台 平均+2,226枚 平",0,2,4,+2226,4886
270225300000017100,八柱UNO,"ランク0 2025/11/21(金) 機種単位
2/4台 平均+2,574枚 平",0,2,4,+2574,4438
270225300000017100,八柱UNO,"ランク2 4/19(日) 機種単位
2/3台 平均+1,689枚 平均6,654",2,2,3,+1689,6654
270225300000017100,八柱UNO,"ランク1 4/18(土) 機種単位
2/3台 平均+1,596枚 平均4,832",1,2,3,+1596,4832
270225300000017100,八柱UNO,"ランク1 4/12(日) 機種単位
2/3台 平均+2,970枚 平均4,225",1,2,3,+2970,4225
270225300000017100,八柱UNO,"ランク3 3/23(月) 機種単位
3/3台 平均+5,261枚 平均4,680",3,3,3,+5261,4680
270225300000017100,八柱UNO,"ランク4 2/1(日) 機種単位
2/3台 平均+3,793枚 平均7,281G",4,2,3,+3793,7281
270225300000017100,八柱UNO,"ランク0 1/21(水) 機種単位
1/3台 平均+95枚 平均8,390G
台",0,1,3,+95,8390
270225300000017100,八柱UNO,"ランク0 1/16(金) 機種単位
2/3台 平均+2,624枚 平均3,339",0,2,3,+2624,3339
270225300000017100,八柱UNO,"ランク0 2025/12/28(日) 機種単位
2/3台 平均+1,687枚 平",0,2,3,+1687,4996
270225300000017100,八柱UNO,"ランク1 2025/12/22(月) 機種単位
2/3台 平均+2,637枚 平",1,2,3,+2637,4352
270225300000017100,八柱UNO,"ランク2 2025/12/20(土) 機種単位
2/3台 平均+709枚 平均7",2,2,3,+709,7323
270225300000017100,八柱UNO,"ランク3 2025/12/10(水) 機種単位
3/3台 平均+4,161枚 平",3,3,3,+4161,4906
270225300000017100,八柱UNO,"ランク4 2025/12/03(水) 機種単位
3/3台 平均+4,275枚 平",4,3,3,+4275,5873
271004600000000310,パラッツォ馬橋駅前店,"L 東京喰種 (2550～2561番台)
                   ",5,8,10,+1656,7392
271004600000000310,パラッツォ馬橋駅前店,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,5,3,4,+6666,7212
271004600000000310,パラッツォ馬橋駅前店,L少女☆歌劇 レヴュースタァライト ‐The SLOT‐,3,3,3,+1885,6636
271004600000000310,パラッツォ馬橋駅前店,スマスロ 北斗の拳 転生の章2,3,4,8,+1626,9231
271004600000000310,パラッツォ馬橋駅前店,スマスロ ミリオンゴッド‐神々の軌跡‐,2,4,6,+631,8621
271004600000000310,パラッツォ馬橋駅前店,スマスロ吉宗,2,3,3,+3666,5185
271004600000000310,パラッツォ馬橋駅前店,スマスロ鉄拳6,2,3,3,+2772,4743
271004600000000310,パラッツォ馬橋駅前店,スマスロ ゴッドイーター リザレクション,1,5,9,+1123,7057
271004600000000310,パラッツォ馬橋駅前店,"ランク2 4/21(火) 機種単位
3/3台 平均+5,381枚 平均4,062",2,3,3,+5381,4062
271004600000000310,パラッツォ馬橋駅前店,"ランク0 4/15(水) 機種単位
2/3台 平均+3,050枚 平均2,224",0,2,3,+3050,2224
271004600000000310,パラッツォ馬橋駅前店,"ランク0 4/4(土) 機種単位
3/3台 平均+713枚 平均3,895G
台",0,3,3,+713,3895
271004600000000310,パラッツォ馬橋駅前店,"ランク0 4/3(金) 機種単位
2/3台 平均+2,068枚 平均2,976G",0,2,3,+2068,2976
271004600000000310,パラッツォ馬橋駅前店,"ランク2 3/27(金) 機種単位
3/3台 平均+2,535枚 平均3,970",2,3,3,+2535,3970
271004600000000310,パラッツォ馬橋駅前店,"ランク0 3/18(水) 機種単位
2/3台 平均+716枚 平均6,720G
",0,2,3,+716,6720
271004600000000310,パラッツォ馬橋駅前店,"ランク4 3/17(火) 機種単位
2/3台 平均+1,416枚 平均8,489",4,2,3,+1416,8489
271004600000000310,パラッツォ馬橋駅前店,"ランク1 3/15(日) 機種単位
2/3台 平均+1,944枚 平均5,302",1,2,3,+1944,5302
271004600000000310,パラッツォ馬橋駅前店,"ランク0 3/13(金) 機種単位
2/3台 平均+1,004枚 平均4,875",0,2,3,+1004,4875
271004600000000310,パラッツォ馬橋駅前店,"ランク2 3/12(木) 機種単位
2/3台 平均+2,027枚 平均5,756",2,2,3,+2027,5756
271004600000000310,パラッツォ馬橋駅前店,"ランク3 3/8(日) 機種単位
2/3台 平均+2,391枚 平均7,187G",3,2,3,+2391,7187
271004600000000310,パラッツォ馬橋駅前店,"ランク2 3/5(木) 機種単位
3/3台 平均+3,222枚 平均2,939G",2,3,3,+3222,2939
271004600000000310,パラッツォ馬橋駅前店,"ランク3 4/19(日) 機種単位
2/3台 平均+2,434枚 平均8,158",3,2,3,+2434,8158
271004600000000310,パラッツォ馬橋駅前店,"ランク3 4/18(土) 機種単位
3/3台 平均+2,811枚 平均5,324",3,3,3,+2811,5324
271004600000000310,パラッツォ馬橋駅前店,"ランク1 4/16(木) 機種単位
3/3台 平均+1,434枚 平均4,901",1,3,3,+1434,4901
271004600000000310,パラッツォ馬橋駅前店,"ランク0 4/5(日) 機種単位
2/3台 平均+1,449枚 平均4,530G",0,2,3,+1449,4530
271004600000000310,パラッツォ馬橋駅前店,"ランク2 3/15(日) 機種単位
2/3台 平均+3,398枚 平均5,830",2,2,3,+3398,5830
271004600000000310,パラッツォ馬橋駅前店,"ランク0 3/12(木) 機種単位
0/3台 平均-1,821枚 平均9,224",0,0,3,-1821,9224
271004600000000310,パラッツォ馬橋駅前店,"ランク2 3/10(火) 機種単位
1/3台 平均+872枚 平均8,836G
",2,1,3,+872,8836
271004600000000310,パラッツォ馬橋駅前店,"ランク1 3/9(月) 機種単位
2/3台 平均+1,701枚 平均5,629G",1,2,3,+1701,5629
271004600000000310,パラッツォ馬橋駅前店,"ランク5 3/2(月) 機種単位
2/3台 平均+1,340枚 平均9,698G",5,2,3,+1340,9698
271004600000000310,パラッツォ馬橋駅前店,"ランク1 2/26(木) 機種単位
2/3台 平均+1,050枚 平均6,968",1,2,3,+1050,6968
271004600000000310,パラッツォ馬橋駅前店,"ランク0 2/24(火) 機種単位
1/3台 平均+1,138枚 平均6,939",0,1,3,+1138,6939
271004600000000310,パラッツォ馬橋駅前店,"ランク3 2/23(月) 機種単位
2/3台 平均+2,306枚 平均7,499",3,2,3,+2306,7499
271004600000000310,パラッツォ馬橋駅前店,"ランク5 4/22(水) 2550～2561番台
8/10台 平均+1,656枚",5,8,10,+1656,7392
271004600000000310,パラッツォ馬橋駅前店,"ランク5 4/21(火) 2531～2538番台
5/7台 平均+2,629枚 ",5,5,7,+2629,7468
271004600000000310,パラッツォ馬橋駅前店,"ランク1 4/9(木) 機種単位
6/9台 平均+2,058枚 平均2,219G",1,6,9,+2058,2219
271004600000000310,パラッツォ馬橋駅前店,"ランク3 4/2(木) 機種単位
6/9台 平均+1,768枚 平均6,388G",3,6,9,+1768,6388
271004600000000310,パラッツォ馬橋駅前店,"ランク0 3/3(火) 機種単位
4/9台 平均+1,283枚 平均7,619G",0,4,9,+1283,7619
271004600000000310,パラッツォ馬橋駅前店,"ランク0 2/14(土) 機種単位
5/8台 平均+1,566枚 平均4,051",0,5,8,+1566,4051
271004600000000310,パラッツォ馬橋駅前店,"ランク0 1/23(金) 機種単位
5/8台 平均+1,365枚 平均5,086",0,5,8,+1365,5086
271004600000000310,パラッツォ馬橋駅前店,"ランク0 1/22(木) 機種単位
6/8台 平均+1,414枚 平均4,308",0,6,8,+1414,4308
271004600000000310,パラッツォ馬橋駅前店,"ランク1 1/17(土) 機種単位
4/8台 平均+1,021枚 平均7,873",1,4,8,+1021,7873
271004600000000310,パラッツォ馬橋駅前店,"ランク2 2025/12/22(月) 機種単位
6/8台 平均+1,317枚 平",2,6,8,+1317,5707
271004600000000310,パラッツォ馬橋駅前店,"ランク2 2025/12/14(日) 機種単位
5/8台 平均+2,157枚 平",2,5,8,+2157,4402
271004600000000310,パラッツォ馬橋駅前店,"ランク2 2025/12/13(土) 機種単位
6/8台 平均+1,696枚 平",2,6,8,+1696,4069
271004600000000310,パラッツォ馬橋駅前店,"ランク0 4/8(水) 機種単位
1/3台 平均+2,822枚 平均5,922G",0,1,3,+2822,5922
